congress,measure_type,measure_number,measure_id,origin_chamber,current_chamber,orig_publish_date,update_date,title,action_date,action_desc,summary_text,topic_tags,text_chunk
119,House Bill,514,id119hr514,HOUSE,HOUSE,1/16/2025,2/19/2025,SWAMP Act,1/16/2025,Introduced in House,"<p><strong>Strategic Withdrawal of Agencies for Meaningful Placement Act or the SWAMP Act</strong></p><p>This bill prohibits new construction, major renovation, leasing, or renewing a lease of certain executive agency headquarters in the District of Columbia metropolitan area and establishes a competitive bidding process for the relocation of such headquarters.</p><p>The General Services Administration (GSA) must (1) establish a process to allow an executive agency to request the GSA to issue a solicitation for the relocation of its headquarters or allow the GSA to issue such a solicitation without a request, if necessary; (2) allow any state or political subdivision of a state to respond to a solicitation with a proposal for the relocation of the agency's headquarters; and (3) in consultation with the executive agency, select a state or political subdivision of a state for the relocation of the agency's headquarters using a competitive bidding procedure based on certain considerations.</p>","['Government Operations and Politics', 'Transportation and Public Works', 'Science, Technology, Communications']",relocation of the agency's headquarters using a competitive bidding procedure based on certain considerations.</p>
119,House Bill,515,id119hr515,HOUSE,HOUSE,1/16/2025,3/14/2025,Ensuring Military Readiness Not Discrimination Act,1/16/2025,Introduced in House,"<p><strong>Ensuring Military Readiness Not Discrimination Act</strong></p><p>This bill addresses the standards for eligibility for service in the Armed Forces. Specifically, the bill provides that any qualifications established or applied relating to eligibility for service in any of the Armed Forces must not include any criteria relating to the race, color, national origin, religion, or sex (including gender identity, sexual orientation, or sex characteristics) of an individual.</p><p>Additionally, any personnel policy developed or implemented by a military department with respect to members of the Armed Forces must ensure equality of treatment and opportunity for all persons, without regard to race, color, national origin, religion, or&nbsp;sex (including gender identity, sexual orientation, or sex characteristics).</p>","['Armed Forces and National Security', 'Government Operations and Politics', 'Transportation and Public Works']","<p><strong>Ensuring Military Readiness Not Discrimination Act</strong></p><p>This bill addresses the standards for eligibility for service in the Armed Forces. Specifically, the bill provides that any qualifications established or applied relating to eligibility for service in any of the Armed Forces must not include any criteria relating to the race, color, national origin, religion, or sex (including gender identity, sexual orientation, or sex characteristics) of an"
119,House Bill,515,id119hr515,HOUSE,HOUSE,1/16/2025,3/14/2025,Ensuring Military Readiness Not Discrimination Act,1/16/2025,Introduced in House,"<p><strong>Ensuring Military Readiness Not Discrimination Act</strong></p><p>This bill addresses the standards for eligibility for service in the Armed Forces. Specifically, the bill provides that any qualifications established or applied relating to eligibility for service in any of the Armed Forces must not include any criteria relating to the race, color, national origin, religion, or sex (including gender identity, sexual orientation, or sex characteristics) of an individual.</p><p>Additionally, any personnel policy developed or implemented by a military department with respect to members of the Armed Forces must ensure equality of treatment and opportunity for all persons, without regard to race, color, national origin, religion, or&nbsp;sex (including gender identity, sexual orientation, or sex characteristics).</p>","['Armed Forces and National Security', 'Government Operations and Politics', 'Transportation and Public Works']","sexual orientation, or sex characteristics) of an individual.</p><p>Additionally, any personnel policy developed or implemented by a military department with respect to members of the Armed Forces must ensure equality of treatment and opportunity for all persons, without regard to race, color, national origin, religion, or&nbsp;sex (including gender identity, sexual orientation, or sex characteristics).</p>"
119,House Bill,516,id119hr516,HOUSE,HOUSE,1/16/2025,2/20/2025,To amend the Internal Revenue Code of 1986 to modify the railroad track maintenance credit.,1/16/2025,Introduced in House,"<p>This bill increases the annual limit on the tax credit for qualified railroad track maintenance expenses (also referred to as the short line railroad tax credit) and expands eligibility for claiming the credit.</p><p>Under current law, the tax credit is limited each tax year to $3,500 multiplied by the sum of the number of miles of railroad track owned or leased by the taxpayer (miles owned or leased) and the number of railroad track miles assigned to the taxpayer by a Class II or III railroad (miles assigned). This bill increases the annual limit to $6,100 multiplied by the sum of miles owned or leased and miles assigned. The $6,100 amount used in the calculation of the tax credit limit is adjusted for inflation for tax years beginning after 2025.</p><p>The bill also expands eligibility for the tax credit to include gross expenses for maintaining railroad tracks owned or leased as of January 1, 2024. Under current law, the tax credit is limited to gross expenses for maintaining railroad tracks owned or leased as of January 1, 2015.</p>","['Taxation', 'Transportation and Public Works', 'Congress']","<p>This bill increases the annual limit on the tax credit for qualified railroad track maintenance expenses (also referred to as the short line railroad tax credit) and expands eligibility for claiming the credit.</p><p>Under current law, the tax credit is limited each tax year to $3,500 multiplied by the sum of the number of miles of railroad track owned or leased by the taxpayer (miles owned or leased) and the number of railroad track miles assigned to the taxpayer by a Class II or III"
119,House Bill,516,id119hr516,HOUSE,HOUSE,1/16/2025,2/20/2025,To amend the Internal Revenue Code of 1986 to modify the railroad track maintenance credit.,1/16/2025,Introduced in House,"<p>This bill increases the annual limit on the tax credit for qualified railroad track maintenance expenses (also referred to as the short line railroad tax credit) and expands eligibility for claiming the credit.</p><p>Under current law, the tax credit is limited each tax year to $3,500 multiplied by the sum of the number of miles of railroad track owned or leased by the taxpayer (miles owned or leased) and the number of railroad track miles assigned to the taxpayer by a Class II or III railroad (miles assigned). This bill increases the annual limit to $6,100 multiplied by the sum of miles owned or leased and miles assigned. The $6,100 amount used in the calculation of the tax credit limit is adjusted for inflation for tax years beginning after 2025.</p><p>The bill also expands eligibility for the tax credit to include gross expenses for maintaining railroad tracks owned or leased as of January 1, 2024. Under current law, the tax credit is limited to gross expenses for maintaining railroad tracks owned or leased as of January 1, 2015.</p>","['Taxation', 'Transportation and Public Works', 'Congress']","assigned to the taxpayer by a Class II or III railroad (miles assigned). This bill increases the annual limit to $6,100 multiplied by the sum of miles owned or leased and miles assigned. The $6,100 amount used in the calculation of the tax credit limit is adjusted for inflation for tax years beginning after 2025.</p><p>The bill also expands eligibility for the tax credit to include gross expenses for maintaining railroad tracks owned or leased as of January 1, 2024. Under current law, the tax"
119,House Bill,516,id119hr516,HOUSE,HOUSE,1/16/2025,2/20/2025,To amend the Internal Revenue Code of 1986 to modify the railroad track maintenance credit.,1/16/2025,Introduced in House,"<p>This bill increases the annual limit on the tax credit for qualified railroad track maintenance expenses (also referred to as the short line railroad tax credit) and expands eligibility for claiming the credit.</p><p>Under current law, the tax credit is limited each tax year to $3,500 multiplied by the sum of the number of miles of railroad track owned or leased by the taxpayer (miles owned or leased) and the number of railroad track miles assigned to the taxpayer by a Class II or III railroad (miles assigned). This bill increases the annual limit to $6,100 multiplied by the sum of miles owned or leased and miles assigned. The $6,100 amount used in the calculation of the tax credit limit is adjusted for inflation for tax years beginning after 2025.</p><p>The bill also expands eligibility for the tax credit to include gross expenses for maintaining railroad tracks owned or leased as of January 1, 2024. Under current law, the tax credit is limited to gross expenses for maintaining railroad tracks owned or leased as of January 1, 2015.</p>","['Taxation', 'Transportation and Public Works', 'Congress']","as of January 1, 2024. Under current law, the tax credit is limited to gross expenses for maintaining railroad tracks owned or leased as of January 1, 2015.</p>"
119,House Bill,517,id119hr517,HOUSE,HOUSE,1/16/2025,3/26/2025,Filing Relief for Natural Disasters Act,1/16/2025,Introduced in House,"<p><strong>Filing Relief for Natural Disasters Act</strong></p><p>This bill authorizes the Internal Revenue Service (IRS) to postpone federal tax deadlines for taxpayers affected by a qualified state declared disaster, upon written request by the state governor. The bill also increases the automatic extension of federal tax deadlines for certain taxpayers.</p><p>Under current law, the IRS may postpone federal tax deadlines for taxpayers affected by a federally declared disaster, including (but not limited to) deadlines for (1) filing federal tax returns, (2) paying federal taxes, (3) making retirement plan contributions, and (4) tax assessments and collections.</p><p>The bill authorizes the IRS to postpone such federal tax deadlines for taxpayers affected by a qualified state declared disaster upon written request by the state’s governor (or the District of&nbsp;Columbia mayor). Under the bill, a state includes the District of Columbia, Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands.</p><p>The bill defines <em>qualified state declared disaster</em> as any natural catastrophe,&nbsp;fire, flood, or explosion that causes damage of sufficient severity and magnitude to warrant a request to postpone such federal tax deadlines.</p><p>Further, under current law, an automatic 60-day extension of such federal tax deadlines applies to certain relief workers, individuals killed or injured as a result of a federally declared disaster, and taxpayers whose principal residence, business, or tax records are located in a federally declared disaster area.</p><p>The bill increases to 120 days the automatic extension of federal tax deadlines for these&nbsp;taxpayers.</p>","['Taxation', 'Congress', 'Emergency Management']","<p><strong>Filing Relief for Natural Disasters Act</strong></p><p>This bill authorizes the Internal Revenue Service (IRS) to postpone federal tax deadlines for taxpayers affected by a qualified state declared disaster, upon written request by the state governor. The bill also increases the automatic extension of federal tax deadlines for certain taxpayers.</p><p>Under current law, the IRS may postpone federal tax deadlines for taxpayers affected by a federally declared disaster, including (but"
119,House Bill,517,id119hr517,HOUSE,HOUSE,1/16/2025,3/26/2025,Filing Relief for Natural Disasters Act,1/16/2025,Introduced in House,"<p><strong>Filing Relief for Natural Disasters Act</strong></p><p>This bill authorizes the Internal Revenue Service (IRS) to postpone federal tax deadlines for taxpayers affected by a qualified state declared disaster, upon written request by the state governor. The bill also increases the automatic extension of federal tax deadlines for certain taxpayers.</p><p>Under current law, the IRS may postpone federal tax deadlines for taxpayers affected by a federally declared disaster, including (but not limited to) deadlines for (1) filing federal tax returns, (2) paying federal taxes, (3) making retirement plan contributions, and (4) tax assessments and collections.</p><p>The bill authorizes the IRS to postpone such federal tax deadlines for taxpayers affected by a qualified state declared disaster upon written request by the state’s governor (or the District of&nbsp;Columbia mayor). Under the bill, a state includes the District of Columbia, Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands.</p><p>The bill defines <em>qualified state declared disaster</em> as any natural catastrophe,&nbsp;fire, flood, or explosion that causes damage of sufficient severity and magnitude to warrant a request to postpone such federal tax deadlines.</p><p>Further, under current law, an automatic 60-day extension of such federal tax deadlines applies to certain relief workers, individuals killed or injured as a result of a federally declared disaster, and taxpayers whose principal residence, business, or tax records are located in a federally declared disaster area.</p><p>The bill increases to 120 days the automatic extension of federal tax deadlines for these&nbsp;taxpayers.</p>","['Taxation', 'Congress', 'Emergency Management']","by a federally declared disaster, including (but not limited to) deadlines for (1) filing federal tax returns, (2) paying federal taxes, (3) making retirement plan contributions, and (4) tax assessments and collections.</p><p>The bill authorizes the IRS to postpone such federal tax deadlines for taxpayers affected by a qualified state declared disaster upon written request by the state’s governor (or the District of&nbsp;Columbia mayor). Under the bill, a state includes the District of"
119,House Bill,517,id119hr517,HOUSE,HOUSE,1/16/2025,3/26/2025,Filing Relief for Natural Disasters Act,1/16/2025,Introduced in House,"<p><strong>Filing Relief for Natural Disasters Act</strong></p><p>This bill authorizes the Internal Revenue Service (IRS) to postpone federal tax deadlines for taxpayers affected by a qualified state declared disaster, upon written request by the state governor. The bill also increases the automatic extension of federal tax deadlines for certain taxpayers.</p><p>Under current law, the IRS may postpone federal tax deadlines for taxpayers affected by a federally declared disaster, including (but not limited to) deadlines for (1) filing federal tax returns, (2) paying federal taxes, (3) making retirement plan contributions, and (4) tax assessments and collections.</p><p>The bill authorizes the IRS to postpone such federal tax deadlines for taxpayers affected by a qualified state declared disaster upon written request by the state’s governor (or the District of&nbsp;Columbia mayor). Under the bill, a state includes the District of Columbia, Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands.</p><p>The bill defines <em>qualified state declared disaster</em> as any natural catastrophe,&nbsp;fire, flood, or explosion that causes damage of sufficient severity and magnitude to warrant a request to postpone such federal tax deadlines.</p><p>Further, under current law, an automatic 60-day extension of such federal tax deadlines applies to certain relief workers, individuals killed or injured as a result of a federally declared disaster, and taxpayers whose principal residence, business, or tax records are located in a federally declared disaster area.</p><p>The bill increases to 120 days the automatic extension of federal tax deadlines for these&nbsp;taxpayers.</p>","['Taxation', 'Congress', 'Emergency Management']","Under the bill, a state includes the District of Columbia, Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands.</p><p>The bill defines <em>qualified state declared disaster</em> as any natural catastrophe,&nbsp;fire, flood, or explosion that causes damage of sufficient severity and magnitude to warrant a request to postpone such federal tax deadlines.</p><p>Further, under current law, an automatic 60-day extension of such federal tax deadlines applies to"
119,House Bill,517,id119hr517,HOUSE,HOUSE,1/16/2025,3/26/2025,Filing Relief for Natural Disasters Act,1/16/2025,Introduced in House,"<p><strong>Filing Relief for Natural Disasters Act</strong></p><p>This bill authorizes the Internal Revenue Service (IRS) to postpone federal tax deadlines for taxpayers affected by a qualified state declared disaster, upon written request by the state governor. The bill also increases the automatic extension of federal tax deadlines for certain taxpayers.</p><p>Under current law, the IRS may postpone federal tax deadlines for taxpayers affected by a federally declared disaster, including (but not limited to) deadlines for (1) filing federal tax returns, (2) paying federal taxes, (3) making retirement plan contributions, and (4) tax assessments and collections.</p><p>The bill authorizes the IRS to postpone such federal tax deadlines for taxpayers affected by a qualified state declared disaster upon written request by the state’s governor (or the District of&nbsp;Columbia mayor). Under the bill, a state includes the District of Columbia, Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands.</p><p>The bill defines <em>qualified state declared disaster</em> as any natural catastrophe,&nbsp;fire, flood, or explosion that causes damage of sufficient severity and magnitude to warrant a request to postpone such federal tax deadlines.</p><p>Further, under current law, an automatic 60-day extension of such federal tax deadlines applies to certain relief workers, individuals killed or injured as a result of a federally declared disaster, and taxpayers whose principal residence, business, or tax records are located in a federally declared disaster area.</p><p>The bill increases to 120 days the automatic extension of federal tax deadlines for these&nbsp;taxpayers.</p>","['Taxation', 'Congress', 'Emergency Management']","of such federal tax deadlines applies to certain relief workers, individuals killed or injured as a result of a federally declared disaster, and taxpayers whose principal residence, business, or tax records are located in a federally declared disaster area.</p><p>The bill increases to 120 days the automatic extension of federal tax deadlines for these&nbsp;taxpayers.</p>"
119,House Bill,518,id119hr518,HOUSE,HOUSE,1/16/2025,3/11/2025,Troops Before Politicians Act,1/16/2025,Introduced in House,"<p><strong>Troops Before Politicians Act</strong></p><p>This bill withholds the pay of Members of Congress if active service members of the Armed Forces are not receiving pay, including as a result of a lapse in appropriations (i.e., a government shutdown). The withheld pay of Members must be deposited into an escrow account and released when the military lapse in pay ends.</p>","['Congress', 'Government Operations and Politics', 'Arts, Culture, Religion']","<p><strong>Troops Before Politicians Act</strong></p><p>This bill withholds the pay of Members of Congress if active service members of the Armed Forces are not receiving pay, including as a result of a lapse in appropriations (i.e., a government shutdown). The withheld pay of Members must be deposited into an escrow account and released when the military lapse in pay ends.</p>"
119,House Bill,52,id119hr52,HOUSE,HOUSE,1/3/2025,2/11/2025,Stop Woke Investing Act,1/3/2025,Introduced in House,"<p><strong>Stop Woke Investing Act</strong></p><p>This bill requires the Securities and Exchange Commission (SEC) to amend regulations to limit the inclusion of shareholder proposals in proxy statements. A proxy statement is provided to shareholders prior to a public company holding a shareholder meeting and contains information relevant to a shareholder vote. Under current SEC rules, certain qualifying shareholder proposals must be included on a company's proxy statement, including proposals that raise significant social policy issues.</p><p>Under the bill, a shareholder proposal must have a material effect on the financial performance of the company to be included in a proxy statement. The bill also establishes a cap on the number of shareholder proposals required to be included in a shareholder meeting, depending on the size and type of the company. In addition, a proposal submitted by a member of the board of directors is prohibited from inclusion as a shareholder proposal.</p>","['Finance and Financial Sector', 'Economics and Public Finance', 'Congress']","<p><strong>Stop Woke Investing Act</strong></p><p>This bill requires the Securities and Exchange Commission (SEC) to amend regulations to limit the inclusion of shareholder proposals in proxy statements. A proxy statement is provided to shareholders prior to a public company holding a shareholder meeting and contains information relevant to a shareholder vote. Under current SEC rules, certain qualifying shareholder proposals must be included on a company's proxy statement, including proposals"
119,House Bill,52,id119hr52,HOUSE,HOUSE,1/3/2025,2/11/2025,Stop Woke Investing Act,1/3/2025,Introduced in House,"<p><strong>Stop Woke Investing Act</strong></p><p>This bill requires the Securities and Exchange Commission (SEC) to amend regulations to limit the inclusion of shareholder proposals in proxy statements. A proxy statement is provided to shareholders prior to a public company holding a shareholder meeting and contains information relevant to a shareholder vote. Under current SEC rules, certain qualifying shareholder proposals must be included on a company's proxy statement, including proposals that raise significant social policy issues.</p><p>Under the bill, a shareholder proposal must have a material effect on the financial performance of the company to be included in a proxy statement. The bill also establishes a cap on the number of shareholder proposals required to be included in a shareholder meeting, depending on the size and type of the company. In addition, a proposal submitted by a member of the board of directors is prohibited from inclusion as a shareholder proposal.</p>","['Finance and Financial Sector', 'Economics and Public Finance', 'Congress']","a company's proxy statement, including proposals that raise significant social policy issues.</p><p>Under the bill, a shareholder proposal must have a material effect on the financial performance of the company to be included in a proxy statement. The bill also establishes a cap on the number of shareholder proposals required to be included in a shareholder meeting, depending on the size and type of the company. In addition, a proposal submitted by a member of the board of directors is"
119,House Bill,52,id119hr52,HOUSE,HOUSE,1/3/2025,2/11/2025,Stop Woke Investing Act,1/3/2025,Introduced in House,"<p><strong>Stop Woke Investing Act</strong></p><p>This bill requires the Securities and Exchange Commission (SEC) to amend regulations to limit the inclusion of shareholder proposals in proxy statements. A proxy statement is provided to shareholders prior to a public company holding a shareholder meeting and contains information relevant to a shareholder vote. Under current SEC rules, certain qualifying shareholder proposals must be included on a company's proxy statement, including proposals that raise significant social policy issues.</p><p>Under the bill, a shareholder proposal must have a material effect on the financial performance of the company to be included in a proxy statement. The bill also establishes a cap on the number of shareholder proposals required to be included in a shareholder meeting, depending on the size and type of the company. In addition, a proposal submitted by a member of the board of directors is prohibited from inclusion as a shareholder proposal.</p>","['Finance and Financial Sector', 'Economics and Public Finance', 'Congress']",by a member of the board of directors is prohibited from inclusion as a shareholder proposal.</p>
119,House Bill,525,id119hr525,HOUSE,HOUSE,1/16/2025,3/11/2025,HONDURAS Act,1/16/2025,Introduced in House,<p><strong>Honduras Obstinately Neglects Defense and Risks Alienating Security Act or HONDURAS Act</strong></p><p>This bill authorizes the President to suspend all assistance to Honduras if U.S. military and civilian personnel redeploy from Soto Cano Air Base as the result of the Honduran government's refusal to host such personnel at the base.</p>,"['International Affairs', 'Transportation and Public Works', 'Commemorations']",<p><strong>Honduras Obstinately Neglects Defense and Risks Alienating Security Act or HONDURAS Act</strong></p><p>This bill authorizes the President to suspend all assistance to Honduras if U.S. military and civilian personnel redeploy from Soto Cano Air Base as the result of the Honduran government's refusal to host such personnel at the base.</p>
119,House Bill,527,id119hr527,HOUSE,HOUSE,1/16/2025,3/25/2025,Strengthening Wildfire Resiliency Through Satellites Act of 2025,1/16/2025,Introduced in House,"<p><strong>Strengthening Wildfire Resiliency Through Satellites Act of 2025</strong></p><p>This bill requires the U.S. Geological Survey to establish a competitive grant program to fund satellite monitoring of wildfires. The entities eligible to receive the grants are state foresters, emergency managers, and equivalent state officials. Grant recipients must use the funds for purchasing and integrating satellite data on wildfire monitoring and for using the data to detect and manage wildfires.&nbsp;</p>","['Emergency Management', 'Environmental Protection', 'Transportation and Public Works']","<p><strong>Strengthening Wildfire Resiliency Through Satellites Act of 2025</strong></p><p>This bill requires the U.S. Geological Survey to establish a competitive grant program to fund satellite monitoring of wildfires. The entities eligible to receive the grants are state foresters, emergency managers, and equivalent state officials. Grant recipients must use the funds for purchasing and integrating satellite data on wildfire monitoring and for using the data to detect and manage"
119,House Bill,527,id119hr527,HOUSE,HOUSE,1/16/2025,3/25/2025,Strengthening Wildfire Resiliency Through Satellites Act of 2025,1/16/2025,Introduced in House,"<p><strong>Strengthening Wildfire Resiliency Through Satellites Act of 2025</strong></p><p>This bill requires the U.S. Geological Survey to establish a competitive grant program to fund satellite monitoring of wildfires. The entities eligible to receive the grants are state foresters, emergency managers, and equivalent state officials. Grant recipients must use the funds for purchasing and integrating satellite data on wildfire monitoring and for using the data to detect and manage wildfires.&nbsp;</p>","['Emergency Management', 'Environmental Protection', 'Transportation and Public Works']",and for using the data to detect and manage wildfires.&nbsp;</p>
119,House Bill,529,id119hr529,HOUSE,HOUSE,1/16/2025,3/20/2025,RACE Act,1/16/2025,Introduced in House,"<p><strong>Restoring American Confidence in Elections Act or the RACE Act</strong></p><p>This bill establishes deadlines for states to count ballots and certify results in federal elections.&nbsp;</p><p>Specifically, the bill requires a state to finish counting the ballots cast in a federal election held in the state not later than 10:00 p.m. on the date of the election. Further, the state must certify the election results not later than 48 hours after the election.&nbsp;</p><p>The bill provides exceptions to these deadlines for bona fide emergencies (e.g., major disasters) or technical difficulties (e.g., malfunctioning election equipment or software).</p>","['Congress', 'Government Operations and Politics', 'Science, Technology, Communications']","<p><strong>Restoring American Confidence in Elections Act or the RACE Act</strong></p><p>This bill establishes deadlines for states to count ballots and certify results in federal elections.&nbsp;</p><p>Specifically, the bill requires a state to finish counting the ballots cast in a federal election held in the state not later than 10:00 p.m. on the date of the election. Further, the state must certify the election results not later than 48 hours after the election.&nbsp;</p><p>The bill provides"
119,House Bill,529,id119hr529,HOUSE,HOUSE,1/16/2025,3/20/2025,RACE Act,1/16/2025,Introduced in House,"<p><strong>Restoring American Confidence in Elections Act or the RACE Act</strong></p><p>This bill establishes deadlines for states to count ballots and certify results in federal elections.&nbsp;</p><p>Specifically, the bill requires a state to finish counting the ballots cast in a federal election held in the state not later than 10:00 p.m. on the date of the election. Further, the state must certify the election results not later than 48 hours after the election.&nbsp;</p><p>The bill provides exceptions to these deadlines for bona fide emergencies (e.g., major disasters) or technical difficulties (e.g., malfunctioning election equipment or software).</p>","['Congress', 'Government Operations and Politics', 'Science, Technology, Communications']","after the election.&nbsp;</p><p>The bill provides exceptions to these deadlines for bona fide emergencies (e.g., major disasters) or technical difficulties (e.g., malfunctioning election equipment or software).</p>"
119,House Bill,53,id119hr53,HOUSE,HOUSE,1/3/2025,2/25/2025,Responsible Borrower Protection Act of 2025,1/3/2025,Introduced in House,"<p><strong>Responsible Borrower Protection Act of 2025</strong></p><p>This bill prohibits the Federal Housing Finance Agency, the Federal National Mortgage Association (Fannie Mae), and the Federal Home Loan Mortgage Corporation (Freddie Mac) from implementing changes to the single-family home loan pricing framework for upfront fees on certain home loans, announced in January 2023. The changes revise the fee charts that provide percentage adjustments based on a borrower's credit score and other risk factors.&nbsp;Overall, these changes increase the percentage adjustments, with variations based on the particular risk profile of the loan.</p>","['Housing and Community Development', 'Finance and Financial Sector', 'Mortgage and Financial Sector']","<p><strong>Responsible Borrower Protection Act of 2025</strong></p><p>This bill prohibits the Federal Housing Finance Agency, the Federal National Mortgage Association (Fannie Mae), and the Federal Home Loan Mortgage Corporation (Freddie Mac) from implementing changes to the single-family home loan pricing framework for upfront fees on certain home loans, announced in January 2023. The changes revise the fee charts that provide percentage adjustments based on a borrower's credit score and other"
119,House Bill,53,id119hr53,HOUSE,HOUSE,1/3/2025,2/25/2025,Responsible Borrower Protection Act of 2025,1/3/2025,Introduced in House,"<p><strong>Responsible Borrower Protection Act of 2025</strong></p><p>This bill prohibits the Federal Housing Finance Agency, the Federal National Mortgage Association (Fannie Mae), and the Federal Home Loan Mortgage Corporation (Freddie Mac) from implementing changes to the single-family home loan pricing framework for upfront fees on certain home loans, announced in January 2023. The changes revise the fee charts that provide percentage adjustments based on a borrower's credit score and other risk factors.&nbsp;Overall, these changes increase the percentage adjustments, with variations based on the particular risk profile of the loan.</p>","['Housing and Community Development', 'Finance and Financial Sector', 'Mortgage and Financial Sector']","based on a borrower's credit score and other risk factors.&nbsp;Overall, these changes increase the percentage adjustments, with variations based on the particular risk profile of the loan.</p>"
119,House Bill,530,id119hr530,HOUSE,HOUSE,1/16/2025,3/3/2025,ACES Act,1/16/2025,Introduced in House,"<p><b>ACES Act</b></p> <p>This bill requires the Department of Veterans Affairs  to enter into an agreement with the National Academies of Sciences, Engineering, and Medicine to study and report on the prevalence and mortality of cancers among veterans who served on active duty as aircrew members and regularly flew in fixed-wing aircraft.</p><p>&nbsp;</p>","['Government Operations and Politics', 'Commemorations', 'Science, Technology, Communications']","<p><b>ACES Act</b></p> <p>This bill requires the Department of Veterans Affairs  to enter into an agreement with the National Academies of Sciences, Engineering, and Medicine to study and report on the prevalence and mortality of cancers among veterans who served on active duty as aircrew members and regularly flew in fixed-wing aircraft.</p><p>&nbsp;</p>"
119,House Bill,535,id119hr535,HOUSE,HOUSE,1/16/2025,2/28/2025,Inaugural Fund Integrity Act,1/16/2025,Introduced in House,"<p><strong>Inaugural Fund Integrity Act</strong></p><p>This bill limits donations to inaugural committees and requires these committees to disclose donations and disbursements.</p><p>Specifically, inaugural committees may not solicit, accept, or receive donations from corporations or foreign nationals. An individual may not make a donation in the name of another individual or authorize his or her name to be used to make such a donation. In addition, foreign nationals may not make donations or make promises to make donations to inaugural committees.</p><p>Further, the bill caps the amount an individual may donate to an inaugural committee.</p><p>Donations to inaugural committees may not be converted to personal use.</p><p>Finally, inaugural committees must report certain information on donations and disbursements to the Federal Election Commission.</p>","['Congress', 'Finance and Financial Sector', 'Economics and Public Finance']","<p><strong>Inaugural Fund Integrity Act</strong></p><p>This bill limits donations to inaugural committees and requires these committees to disclose donations and disbursements.</p><p>Specifically, inaugural committees may not solicit, accept, or receive donations from corporations or foreign nationals. An individual may not make a donation in the name of another individual or authorize his or her name to be used to make such a donation. In addition, foreign nationals may not make donations or"
119,House Bill,535,id119hr535,HOUSE,HOUSE,1/16/2025,2/28/2025,Inaugural Fund Integrity Act,1/16/2025,Introduced in House,"<p><strong>Inaugural Fund Integrity Act</strong></p><p>This bill limits donations to inaugural committees and requires these committees to disclose donations and disbursements.</p><p>Specifically, inaugural committees may not solicit, accept, or receive donations from corporations or foreign nationals. An individual may not make a donation in the name of another individual or authorize his or her name to be used to make such a donation. In addition, foreign nationals may not make donations or make promises to make donations to inaugural committees.</p><p>Further, the bill caps the amount an individual may donate to an inaugural committee.</p><p>Donations to inaugural committees may not be converted to personal use.</p><p>Finally, inaugural committees must report certain information on donations and disbursements to the Federal Election Commission.</p>","['Congress', 'Finance and Financial Sector', 'Economics and Public Finance']","foreign nationals may not make donations or make promises to make donations to inaugural committees.</p><p>Further, the bill caps the amount an individual may donate to an inaugural committee.</p><p>Donations to inaugural committees may not be converted to personal use.</p><p>Finally, inaugural committees must report certain information on donations and disbursements to the Federal Election Commission.</p>"
119,House Bill,538,id119hr538,HOUSE,HOUSE,1/16/2025,2/19/2025,Critical Access Hospital Relief Act of 2025,1/16/2025,Introduced in House,"<p><strong>Critical Access Hospital Relief Act of </strong><strong>2025</strong></p><p>This bill repeals the 96-hour physician-certification requirement for inpatient critical access hospital services under Medicare. Under current law, as a condition for Medicare payment for such services, a physician must certify that a patient may reasonably be expected to be discharged or transferred to a hospital within 96 hours after admission to the critical access hospital.</p>","['Health', 'Commemorations', 'Emergency Management']","<p><strong>Critical Access Hospital Relief Act of </strong><strong>2025</strong></p><p>This bill repeals the 96-hour physician-certification requirement for inpatient critical access hospital services under Medicare. Under current law, as a condition for Medicare payment for such services, a physician must certify that a patient may reasonably be expected to be discharged or transferred to a hospital within 96 hours after admission to the critical access hospital.</p>"
119,House Bill,539,id119hr539,HOUSE,HOUSE,1/16/2025,3/10/2025,Chiropractic Medicare Coverage Modernization Act of 2025,1/16/2025,Introduced in House,"<p><strong>Chiropractic Medicare Coverage Modernization Act of 2025</strong><strong></strong></p><p>This bill expands Medicare coverage of chiropractic services to include all services provided by chiropractors, rather than only subluxation corrections through manual manipulation of the spine.</p>","['Health', 'Medicare and Medicaid', 'Commemorations']","<p><strong>Chiropractic Medicare Coverage Modernization Act of 2025</strong><strong></strong></p><p>This bill expands Medicare coverage of chiropractic services to include all services provided by chiropractors, rather than only subluxation corrections through manual manipulation of the spine.</p>"
